param_name,rank,min
base_model.model.module.model.layers.12.self_attn.q_proj.lora_B.default.weight,0,-0.1039113849401474
base_model.model.module.model.layers.12.self_attn.q_proj.lora_A.default.weight,0,-0.00010263297008350492
base_model.model.module.model.layers.11.self_attn.v_proj.lora_B.default.weight,0,-0.9813923835754395
base_model.model.module.model.layers.11.self_attn.v_proj.lora_A.default.weight,0,-0.004840634297579527
base_model.model.module.model.layers.11.self_attn.q_proj.lora_B.default.weight,0,-0.15401145815849304
base_model.model.module.model.layers.11.self_attn.q_proj.lora_A.default.weight,0,-2.8122161893406883e-05
base_model.model.module.model.layers.10.self_attn.v_proj.lora_B.default.weight,0,-0.38991087675094604
base_model.model.module.model.layers.10.self_attn.v_proj.lora_A.default.weight,0,-0.000603376014623791
base_model.model.module.model.layers.10.self_attn.q_proj.lora_B.default.weight,0,-0.1096596047282219
base_model.model.module.model.layers.10.self_attn.q_proj.lora_A.default.weight,0,-9.034037793753669e-05
base_model.model.module.model.layers.9.self_attn.v_proj.lora_B.default.weight,0,-0.6877309083938599
base_model.model.module.model.layers.9.self_attn.v_proj.lora_A.default.weight,0,-0.0005307149840518832
base_model.model.module.model.layers.9.self_attn.q_proj.lora_B.default.weight,0,-0.48322027921676636
base_model.model.module.model.layers.9.self_attn.q_proj.lora_A.default.weight,0,-0.0001333166001131758
base_model.model.module.model.layers.8.self_attn.v_proj.lora_B.default.weight,0,-0.45569750666618347
base_model.model.module.model.layers.8.self_attn.v_proj.lora_A.default.weight,0,-0.003848320571705699
base_model.model.module.model.layers.8.self_attn.q_proj.lora_B.default.weight,0,-0.16035564243793488
base_model.model.module.model.layers.8.self_attn.q_proj.lora_A.default.weight,0,-7.205847214208916e-05
base_model.model.module.model.layers.7.self_attn.v_proj.lora_B.default.weight,0,-0.3706124722957611
base_model.model.module.model.layers.7.self_attn.v_proj.lora_A.default.weight,0,-0.003663994139060378
base_model.model.module.model.layers.7.self_attn.q_proj.lora_B.default.weight,0,-0.18186794221401215
base_model.model.module.model.layers.7.self_attn.q_proj.lora_A.default.weight,0,-3.8939349906286225e-05
base_model.model.module.model.layers.6.self_attn.v_proj.lora_B.default.weight,0,-0.1796225607395172
base_model.model.module.model.layers.6.self_attn.v_proj.lora_A.default.weight,0,-0.00034592548036016524
base_model.model.module.model.layers.6.self_attn.q_proj.lora_B.default.weight,0,-0.22549669444561005
base_model.model.module.model.layers.6.self_attn.q_proj.lora_A.default.weight,0,-4.2549512727418914e-05
base_model.model.module.model.layers.5.self_attn.v_proj.lora_B.default.weight,0,-0.3698914647102356
base_model.model.module.model.layers.5.self_attn.v_proj.lora_A.default.weight,0,-0.0004902578657492995
base_model.model.module.model.layers.5.self_attn.q_proj.lora_B.default.weight,0,-0.40706318616867065
base_model.model.module.model.layers.5.self_attn.q_proj.lora_A.default.weight,0,-0.00013116476475261152
base_model.model.module.model.layers.4.self_attn.v_proj.lora_B.default.weight,0,-0.5840376019477844
base_model.model.module.model.layers.4.self_attn.v_proj.lora_A.default.weight,0,-0.0007477729814127088
base_model.model.module.model.layers.4.self_attn.q_proj.lora_B.default.weight,0,-0.18425434827804565
base_model.model.module.model.layers.4.self_attn.q_proj.lora_A.default.weight,0,-7.665850716875866e-05
base_model.model.module.model.layers.3.self_attn.v_proj.lora_B.default.weight,0,-0.1673170030117035
base_model.model.module.model.layers.3.self_attn.v_proj.lora_A.default.weight,0,-0.0018226432148367167
base_model.model.module.model.layers.3.self_attn.q_proj.lora_B.default.weight,0,-0.21328426897525787
base_model.model.module.model.layers.3.self_attn.q_proj.lora_A.default.weight,0,-2.6834804884856567e-05
base_model.model.module.model.layers.2.self_attn.v_proj.lora_B.default.weight,0,-0.37932464480400085
base_model.model.module.model.layers.2.self_attn.v_proj.lora_A.default.weight,0,-0.0004213197680655867
base_model.model.module.model.layers.2.self_attn.q_proj.lora_B.default.weight,0,-0.07832445949316025
base_model.model.module.model.layers.2.self_attn.q_proj.lora_A.default.weight,0,-4.8939702537609264e-05
base_model.model.module.model.layers.1.self_attn.v_proj.lora_B.default.weight,0,-0.9362316131591797
base_model.model.module.model.layers.1.self_attn.v_proj.lora_A.default.weight,0,-0.0006092964322306216
base_model.model.module.model.layers.1.self_attn.q_proj.lora_B.default.weight,0,-0.016211923211812973
base_model.model.module.model.layers.1.self_attn.q_proj.lora_A.default.weight,0,-1.8431912394589745e-05
base_model.model.module.model.layers.0.self_attn.v_proj.lora_B.default.weight,0,-0.4253484010696411
base_model.model.module.model.layers.0.self_attn.v_proj.lora_A.default.weight,0,-0.0017572975484654307
base_model.model.module.model.layers.0.self_attn.q_proj.lora_B.default.weight,0,-0.02522497996687889
base_model.model.module.model.layers.0.self_attn.q_proj.lora_A.default.weight,0,-2.247900192742236e-05
base_model.model.module.model.layers.31.self_attn.v_proj.lora_B.default.weight,0,-0.011904467828571796
base_model.model.module.model.layers.31.self_attn.v_proj.lora_A.default.weight,0,-2.6505966161494143e-05
base_model.model.module.model.layers.31.self_attn.q_proj.lora_B.default.weight,0,-0.010415585711598396
base_model.model.module.model.layers.31.self_attn.q_proj.lora_A.default.weight,0,-1.118752265938383e-06
base_model.model.module.model.layers.30.self_attn.v_proj.lora_B.default.weight,0,-0.006234091706573963
base_model.model.module.model.layers.30.self_attn.v_proj.lora_A.default.weight,0,-5.510962182597723e-06
base_model.model.module.model.layers.30.self_attn.q_proj.lora_B.default.weight,0,-0.007146518211811781
base_model.model.module.model.layers.30.self_attn.q_proj.lora_A.default.weight,0,-1.882942115116748e-06
base_model.model.module.model.layers.29.self_attn.v_proj.lora_B.default.weight,0,-0.007177221123129129
base_model.model.module.model.layers.29.self_attn.v_proj.lora_A.default.weight,0,-3.439178908593021e-05
base_model.model.module.model.layers.29.self_attn.q_proj.lora_B.default.weight,0,-0.006216756068170071
base_model.model.module.model.layers.29.self_attn.q_proj.lora_A.default.weight,0,-2.6759005322674057e-06
base_model.model.module.model.layers.28.self_attn.v_proj.lora_B.default.weight,0,-0.005371530540287495
base_model.model.module.model.layers.28.self_attn.v_proj.lora_A.default.weight,0,-3.0292212613858283e-05
base_model.model.module.model.layers.28.self_attn.q_proj.lora_B.default.weight,0,-0.008921965025365353
base_model.model.module.model.layers.28.self_attn.q_proj.lora_A.default.weight,0,-3.1439617487194482e-06
base_model.model.module.model.layers.27.self_attn.v_proj.lora_B.default.weight,0,-0.04158543422818184
base_model.model.module.model.layers.27.self_attn.v_proj.lora_A.default.weight,0,-7.301936420844868e-06
base_model.model.module.model.layers.27.self_attn.q_proj.lora_B.default.weight,0,-0.00702593382447958
base_model.model.module.model.layers.27.self_attn.q_proj.lora_A.default.weight,0,-7.371104970843589e-07
base_model.model.module.model.layers.26.self_attn.v_proj.lora_B.default.weight,0,-0.01720668002963066
base_model.model.module.model.layers.26.self_attn.v_proj.lora_A.default.weight,0,-3.740438842214644e-05
base_model.model.module.model.layers.26.self_attn.q_proj.lora_B.default.weight,0,-0.016358021646738052
base_model.model.module.model.layers.26.self_attn.q_proj.lora_A.default.weight,0,-1.8229944771519513e-06
base_model.model.module.model.layers.25.self_attn.v_proj.lora_B.default.weight,0,-0.02134101837873459
base_model.model.module.model.layers.25.self_attn.v_proj.lora_A.default.weight,0,-8.222650649258867e-06
base_model.model.module.model.layers.25.self_attn.q_proj.lora_B.default.weight,0,-0.01399533636868
base_model.model.module.model.layers.25.self_attn.q_proj.lora_A.default.weight,0,-2.120136514349724e-06
base_model.model.module.model.layers.24.self_attn.v_proj.lora_B.default.weight,0,-0.015047519467771053
base_model.model.module.model.layers.24.self_attn.v_proj.lora_A.default.weight,0,-6.745689461240545e-05
base_model.model.module.model.layers.24.self_attn.q_proj.lora_B.default.weight,0,-0.007126383483409882
base_model.model.module.model.layers.24.self_attn.q_proj.lora_A.default.weight,0,-2.4947739802883007e-06
base_model.model.module.model.layers.23.self_attn.v_proj.lora_B.default.weight,0,-0.0075021060183644295
base_model.model.module.model.layers.23.self_attn.v_proj.lora_A.default.weight,0,-6.063783439458348e-05
base_model.model.module.model.layers.23.self_attn.q_proj.lora_B.default.weight,0,-0.009939649142324924
base_model.model.module.model.layers.23.self_attn.q_proj.lora_A.default.weight,0,-1.0625039976730477e-06
base_model.model.module.model.layers.22.self_attn.v_proj.lora_B.default.weight,0,-0.02679055742919445
base_model.model.module.model.layers.22.self_attn.v_proj.lora_A.default.weight,0,-7.837553857825696e-05
base_model.model.module.model.layers.22.self_attn.q_proj.lora_B.default.weight,0,-0.011992457322776318
base_model.model.module.model.layers.22.self_attn.q_proj.lora_A.default.weight,0,-2.651431032063556e-06
base_model.model.module.model.layers.21.self_attn.v_proj.lora_B.default.weight,0,-0.016578122973442078
base_model.model.module.model.layers.21.self_attn.v_proj.lora_A.default.weight,0,-9.744994895299897e-05
base_model.model.module.model.layers.21.self_attn.q_proj.lora_B.default.weight,0,-0.014516511000692844
base_model.model.module.model.layers.21.self_attn.q_proj.lora_A.default.weight,0,-3.5209091038268525e-06
base_model.model.module.model.layers.20.self_attn.v_proj.lora_B.default.weight,0,-0.014820489101111889
base_model.model.module.model.layers.20.self_attn.v_proj.lora_A.default.weight,0,-2.020849751716014e-05
base_model.model.module.model.layers.20.self_attn.q_proj.lora_B.default.weight,0,-0.009402314200997353
base_model.model.module.model.layers.20.self_attn.q_proj.lora_A.default.weight,0,-6.813766503910301e-06
base_model.model.module.model.layers.19.self_attn.v_proj.lora_B.default.weight,0,-0.015227260068058968
base_model.model.module.model.layers.19.self_attn.v_proj.lora_A.default.weight,0,-6.337423201330239e-06
base_model.model.module.model.layers.19.self_attn.q_proj.lora_B.default.weight,0,-0.0738532766699791
base_model.model.module.model.layers.19.self_attn.q_proj.lora_A.default.weight,0,-4.786025783687364e-06
base_model.model.module.model.layers.18.self_attn.v_proj.lora_B.default.weight,0,-0.04473826661705971
base_model.model.module.model.layers.18.self_attn.v_proj.lora_A.default.weight,0,-3.8830370613140985e-05
base_model.model.module.model.layers.18.self_attn.q_proj.lora_B.default.weight,0,-0.028055613860487938
base_model.model.module.model.layers.18.self_attn.q_proj.lora_A.default.weight,0,-1.1552898286026902e-05
base_model.model.module.model.layers.17.self_attn.v_proj.lora_B.default.weight,0,-0.04901343584060669
base_model.model.module.model.layers.17.self_attn.v_proj.lora_A.default.weight,0,-0.0002279631735291332
base_model.model.module.model.layers.17.self_attn.q_proj.lora_B.default.weight,0,-0.016940433531999588
base_model.model.module.model.layers.17.self_attn.q_proj.lora_A.default.weight,0,-3.170970103383297e-06
base_model.model.module.model.layers.16.self_attn.v_proj.lora_B.default.weight,0,-0.04560306295752525
base_model.model.module.model.layers.16.self_attn.v_proj.lora_A.default.weight,0,-0.00012915494153276086
base_model.model.module.model.layers.16.self_attn.q_proj.lora_B.default.weight,0,-0.11118035018444061
base_model.model.module.model.layers.16.self_attn.q_proj.lora_A.default.weight,0,-1.0300014764652587e-05
base_model.model.module.model.layers.15.self_attn.v_proj.lora_B.default.weight,0,-0.06256452202796936
base_model.model.module.model.layers.15.self_attn.v_proj.lora_A.default.weight,0,-7.632091728737578e-05
base_model.model.module.model.layers.15.self_attn.q_proj.lora_B.default.weight,0,-0.08648102730512619
base_model.model.module.model.layers.15.self_attn.q_proj.lora_A.default.weight,0,-1.5583602362312376e-05
base_model.model.module.model.layers.14.self_attn.v_proj.lora_B.default.weight,0,-0.11421512067317963
base_model.model.module.model.layers.14.self_attn.v_proj.lora_A.default.weight,0,-0.00028114274027757347
base_model.model.module.model.layers.14.self_attn.q_proj.lora_B.default.weight,0,-0.031167101114988327
base_model.model.module.model.layers.14.self_attn.q_proj.lora_A.default.weight,0,-1.3348365428100806e-05
base_model.model.module.model.layers.13.self_attn.v_proj.lora_B.default.weight,0,-0.18226641416549683
base_model.model.module.model.layers.13.self_attn.v_proj.lora_A.default.weight,0,-0.0004574745544232428
base_model.model.module.model.layers.13.self_attn.q_proj.lora_B.default.weight,0,-0.08191812038421631
base_model.model.module.model.layers.13.self_attn.q_proj.lora_A.default.weight,0,-3.32587915181648e-05
base_model.model.module.model.layers.12.self_attn.v_proj.lora_B.default.weight,0,-0.18797020614147186
base_model.model.module.model.layers.12.self_attn.v_proj.lora_A.default.weight,0,-0.00012627114483620971
base_model.model.module.model.layers.12.self_attn.q_proj.lora_B.default.weight,0,-0.11479092389345169
base_model.model.module.model.layers.12.self_attn.q_proj.lora_A.default.weight,0,-1.8757860743789934e-05
base_model.model.module.model.layers.11.self_attn.v_proj.lora_B.default.weight,0,-0.21219728887081146
base_model.model.module.model.layers.11.self_attn.v_proj.lora_A.default.weight,0,-0.0012013699160888791
base_model.model.module.model.layers.11.self_attn.q_proj.lora_B.default.weight,0,-0.06600892543792725
base_model.model.module.model.layers.11.self_attn.q_proj.lora_A.default.weight,0,-5.128779775986914e-06
base_model.model.module.model.layers.10.self_attn.v_proj.lora_B.default.weight,0,-0.0777745395898819
base_model.model.module.model.layers.10.self_attn.v_proj.lora_A.default.weight,0,-0.00018799101235345006
base_model.model.module.model.layers.10.self_attn.q_proj.lora_B.default.weight,0,-0.034765277057886124
base_model.model.module.model.layers.10.self_attn.q_proj.lora_A.default.weight,0,-2.863412009901367e-05
base_model.model.module.model.layers.9.self_attn.v_proj.lora_B.default.weight,0,-0.1592666357755661
base_model.model.module.model.layers.9.self_attn.v_proj.lora_A.default.weight,0,-0.00013587676221504807
base_model.model.module.model.layers.9.self_attn.q_proj.lora_B.default.weight,0,-0.0545804388821125
base_model.model.module.model.layers.9.self_attn.q_proj.lora_A.default.weight,0,-3.5747336369240656e-05
base_model.model.module.model.layers.8.self_attn.v_proj.lora_B.default.weight,0,-0.24224397540092468
base_model.model.module.model.layers.8.self_attn.v_proj.lora_A.default.weight,0,-0.0005694825667887926
base_model.model.module.model.layers.8.self_attn.q_proj.lora_B.default.weight,0,-0.07096550613641739
base_model.model.module.model.layers.8.self_attn.q_proj.lora_A.default.weight,0,-2.816437518049497e-05
base_model.model.module.model.layers.7.self_attn.v_proj.lora_B.default.weight,0,-0.09671937674283981
base_model.model.module.model.layers.7.self_attn.v_proj.lora_A.default.weight,0,-0.0009575767326168716
base_model.model.module.model.layers.7.self_attn.q_proj.lora_B.default.weight,0,-0.11026470363140106
base_model.model.module.model.layers.7.self_attn.q_proj.lora_A.default.weight,0,-2.0176896214252338e-05
base_model.model.module.model.layers.6.self_attn.v_proj.lora_B.default.weight,0,-0.0665515884757042
base_model.model.module.model.layers.6.self_attn.v_proj.lora_A.default.weight,0,-0.00010338114952901378
base_model.model.module.model.layers.6.self_attn.q_proj.lora_B.default.weight,0,-0.08010359108448029
base_model.model.module.model.layers.6.self_attn.q_proj.lora_A.default.weight,0,-1.2587232959049288e-05
base_model.model.module.model.layers.5.self_attn.v_proj.lora_B.default.weight,0,-0.0724271833896637
base_model.model.module.model.layers.5.self_attn.v_proj.lora_A.default.weight,0,-0.00013241964916232973
base_model.model.module.model.layers.5.self_attn.q_proj.lora_B.default.weight,0,-0.06990603357553482
base_model.model.module.model.layers.5.self_attn.q_proj.lora_A.default.weight,0,-4.051255382364616e-05
base_model.model.module.model.layers.4.self_attn.v_proj.lora_B.default.weight,0,-0.09882460534572601
base_model.model.module.model.layers.4.self_attn.v_proj.lora_A.default.weight,0,-0.00013164263509679586
base_model.model.module.model.layers.4.self_attn.q_proj.lora_B.default.weight,0,-0.1068977564573288
base_model.model.module.model.layers.4.self_attn.q_proj.lora_A.default.weight,0,-2.9023040042375214e-05
base_model.model.module.model.layers.3.self_attn.v_proj.lora_B.default.weight,0,-0.03602736443281174
base_model.model.module.model.layers.3.self_attn.v_proj.lora_A.default.weight,0,-0.0004333959659561515
base_model.model.module.model.layers.3.self_attn.q_proj.lora_B.default.weight,0,-0.03479371592402458
base_model.model.module.model.layers.3.self_attn.q_proj.lora_A.default.weight,0,-1.091049489332363e-05
base_model.model.module.model.layers.2.self_attn.v_proj.lora_B.default.weight,0,-0.11510057002305984
base_model.model.module.model.layers.2.self_attn.v_proj.lora_A.default.weight,0,-8.901439287001267e-05
base_model.model.module.model.layers.2.self_attn.q_proj.lora_B.default.weight,0,-0.05001143738627434
base_model.model.module.model.layers.2.self_attn.q_proj.lora_A.default.weight,0,-1.9544948372640647e-05
base_model.model.module.model.layers.1.self_attn.v_proj.lora_B.default.weight,0,-0.217108815908432
base_model.model.module.model.layers.1.self_attn.v_proj.lora_A.default.weight,0,-0.0001401457702741027
base_model.model.module.model.layers.1.self_attn.q_proj.lora_B.default.weight,0,-0.00695887440815568
base_model.model.module.model.layers.1.self_attn.q_proj.lora_A.default.weight,0,-2.3876282284618355e-06
base_model.model.module.model.layers.0.self_attn.v_proj.lora_B.default.weight,0,-0.14857475459575653
base_model.model.module.model.layers.0.self_attn.v_proj.lora_A.default.weight,0,-0.0004388864035718143
base_model.model.module.model.layers.0.self_attn.q_proj.lora_B.default.weight,0,-0.0035611228086054325
base_model.model.module.model.layers.0.self_attn.q_proj.lora_A.default.weight,0,-4.8187484935624525e-06
base_model.model.module.model.layers.31.self_attn.v_proj.lora_B.default.weight,0,-0.006426721811294556
base_model.model.module.model.layers.31.self_attn.v_proj.lora_A.default.weight,0,-1.0681360436137766e-05
base_model.model.module.model.layers.31.self_attn.q_proj.lora_B.default.weight,0,-0.004530934616923332
base_model.model.module.model.layers.31.self_attn.q_proj.lora_A.default.weight,0,-7.209727641566133e-07
base_model.model.module.model.layers.30.self_attn.v_proj.lora_B.default.weight,0,-0.003923884127289057
base_model.model.module.model.layers.30.self_attn.v_proj.lora_A.default.weight,0,-1.9073320345341926e-06
base_model.model.module.model.layers.30.self_attn.q_proj.lora_B.default.weight,0,-0.009766088798642159
base_model.model.module.model.layers.30.self_attn.q_proj.lora_A.default.weight,0,-7.487175821552228e-07
base_model.model.module.model.layers.29.self_attn.v_proj.lora_B.default.weight,0,-0.010114508680999279
base_model.model.module.model.layers.29.self_attn.v_proj.lora_A.default.weight,0,-9.993349522119388e-06
base_model.model.module.model.layers.29.self_attn.q_proj.lora_B.default.weight,0,-0.008815286681056023
base_model.model.module.model.layers.29.self_attn.q_proj.lora_A.default.weight,0,-1.7374071603626362e-06
base_model.model.module.model.layers.28.self_attn.v_proj.lora_B.default.weight,0,-0.003809983842074871
base_model.model.module.model.layers.28.self_attn.v_proj.lora_A.default.weight,0,-2.0911913452437147e-05
base_model.model.module.model.layers.28.self_attn.q_proj.lora_B.default.weight,0,-0.009518042206764221
base_model.model.module.model.layers.28.self_attn.q_proj.lora_A.default.weight,0,-1.0146699196411646e-06
base_model.model.module.model.layers.27.self_attn.v_proj.lora_B.default.weight,0,-0.019354846328496933
base_model.model.module.model.layers.27.self_attn.v_proj.lora_A.default.weight,0,-2.9612999696837505e-06
base_model.model.module.model.layers.27.self_attn.q_proj.lora_B.default.weight,0,-0.008401967585086823
base_model.model.module.model.layers.27.self_attn.q_proj.lora_A.default.weight,0,-4.000585533958656e-07
base_model.model.module.model.layers.26.self_attn.v_proj.lora_B.default.weight,0,-0.00832202285528183
base_model.model.module.model.layers.26.self_attn.v_proj.lora_A.default.weight,0,-1.6432779375463724e-05
base_model.model.module.model.layers.26.self_attn.q_proj.lora_B.default.weight,0,-0.0075031425803899765
base_model.model.module.model.layers.26.self_attn.q_proj.lora_A.default.weight,0,-1.6904837139009032e-06
base_model.model.module.model.layers.25.self_attn.v_proj.lora_B.default.weight,0,-0.015553531236946583
base_model.model.module.model.layers.25.self_attn.v_proj.lora_A.default.weight,0,-3.907724476448493e-06
base_model.model.module.model.layers.25.self_attn.q_proj.lora_B.default.weight,0,-0.007660525850951672
base_model.model.module.model.layers.25.self_attn.q_proj.lora_A.default.weight,0,-2.1195335193624487e-06
base_model.model.module.model.layers.24.self_attn.v_proj.lora_B.default.weight,0,-0.007713125087320805
base_model.model.module.model.layers.24.self_attn.v_proj.lora_A.default.weight,0,-3.536747317411937e-05
base_model.model.module.model.layers.24.self_attn.q_proj.lora_B.default.weight,0,-0.005991323851048946
base_model.model.module.model.layers.24.self_attn.q_proj.lora_A.default.weight,0,-2.396585045971733e-07
base_model.model.module.model.layers.23.self_attn.v_proj.lora_B.default.weight,0,-0.006658851634711027
base_model.model.module.model.layers.23.self_attn.v_proj.lora_A.default.weight,0,-1.344143402093323e-05
base_model.model.module.model.layers.23.self_attn.q_proj.lora_B.default.weight,0,-0.0033929869532585144
base_model.model.module.model.layers.23.self_attn.q_proj.lora_A.default.weight,0,-4.408022675761458e-07
base_model.model.module.model.layers.22.self_attn.v_proj.lora_B.default.weight,0,-0.008741052821278572
base_model.model.module.model.layers.22.self_attn.v_proj.lora_A.default.weight,0,-2.1228761397651397e-05
base_model.model.module.model.layers.22.self_attn.q_proj.lora_B.default.weight,0,-0.008386403322219849
base_model.model.module.model.layers.22.self_attn.q_proj.lora_A.default.weight,0,-4.645634135158616e-07
base_model.model.module.model.layers.21.self_attn.v_proj.lora_B.default.weight,0,-0.018980417400598526
base_model.model.module.model.layers.21.self_attn.v_proj.lora_A.default.weight,0,-4.349910523160361e-05
base_model.model.module.model.layers.21.self_attn.q_proj.lora_B.default.weight,0,-0.007579183205962181
base_model.model.module.model.layers.21.self_attn.q_proj.lora_A.default.weight,0,-1.6696966440576944e-06
base_model.model.module.model.layers.20.self_attn.v_proj.lora_B.default.weight,0,-0.00773834902793169
base_model.model.module.model.layers.20.self_attn.v_proj.lora_A.default.weight,0,-5.907332251808839e-06
base_model.model.module.model.layers.20.self_attn.q_proj.lora_B.default.weight,0,-0.008080094121396542
base_model.model.module.model.layers.20.self_attn.q_proj.lora_A.default.weight,0,-1.505817863289849e-06
base_model.model.module.model.layers.19.self_attn.v_proj.lora_B.default.weight,0,-0.004255007021129131
base_model.model.module.model.layers.19.self_attn.v_proj.lora_A.default.weight,0,-1.5861580777709605e-06
base_model.model.module.model.layers.19.self_attn.q_proj.lora_B.default.weight,0,-0.009301216341555119
base_model.model.module.model.layers.19.self_attn.q_proj.lora_A.default.weight,0,-2.514602783776354e-07
base_model.model.module.model.layers.18.self_attn.v_proj.lora_B.default.weight,0,-0.025818215683102608
base_model.model.module.model.layers.18.self_attn.v_proj.lora_A.default.weight,0,-9.309223969466984e-06
base_model.model.module.model.layers.18.self_attn.q_proj.lora_B.default.weight,0,-0.017052659764885902
base_model.model.module.model.layers.18.self_attn.q_proj.lora_A.default.weight,0,-4.0611425902170595e-06
base_model.model.module.model.layers.17.self_attn.v_proj.lora_B.default.weight,0,-0.03182339668273926
base_model.model.module.model.layers.17.self_attn.v_proj.lora_A.default.weight,0,-6.788616155972704e-05
